cbo,cbo_modified,fan_in,dit,noc,loc,rfc,tcc,nosi,lcom,lcom*,lcc,wmc
4.33939393939394,7.466666666666667,3.1272727272727274,1.6848484848484848,0.36363636363636365,46.03030303030303,7.363636363636363,0.2663738628923077,1.9878787878787878,0.3345624552727272,0.3345624552727272,0.32421133589230766,11.884848484848485
5.124338624338624,8.648148148148149,3.5238095238095237,1.7301587301587302,0.3439153439153439,46.36772486772487,8.624338624338625,0.34764719218947365,2.4814814814814814,0.3118777414414894,0.3118777414414894,0.4087444425473684,10.833333333333334
5.608870967741935,8.796370967741936,3.1875,1.6935483870967742,0.26411290322580644,50.34879032258065,9.923387096774194,0.3428488470850515,2.4475806451612905,0.31055789520404037,0.31055789520404037,0.40598486494072167,11.338709677419354
5.190223166843783,7.555791710945802,2.365568544102019,1.6110520722635495,0.22848034006376194,50.63336875664187,10.16259298618491,0.30097077982312925,2.3751328374070138,0.3240811943614973,0.3240811943614973,0.35489820437142855,10.32731137088204
5.008607198748043,7.025039123630673,2.016431924882629,1.5672926447574336,0.19796557120500782,46.37402190923318,9.630672926447575,0.2844979072344262,2.219874804381847,0.3450581093591772,0.3450581093591772,0.3310634724127049,9.29264475743349
4.883235485975212,6.7782126549249835,1.8949771689497716,1.5238095238095237,0.17742987606001304,46.019569471624266,9.568166992824526,0.28188566411919014,2.1598173515981736,0.3356239614248021,0.3356239614248021,0.3250566937142606,9.122635355512069
4.968375658840441,6.819357930043124,1.8509822712026833,1.4777192141830378,0.17393387637757546,47.77862961188308,9.584571154767609,0.2667485957458662,2.325826545280307,0.3201961559053858,0.3201961559053858,0.31468073267106295,9.61140392908481
4.801211662249148,6.41726618705036,1.6160545248012117,1.4445285876561909,0.13971980310488452,46.10488451344188,8.839454751987883,0.11270859053692946,2.2044680045437333,0.31164059612561573,0.31164059612561573,0.1596848681391079,8.825444907232109
5.014487228364469,6.772398017537171,1.7537171178040412,1.463972550514678,0.14334731223789554,47.563476934807476,9.37704918032787,0.21623073519667202,2.2619138391155165,0.31053133316415604,0.31053133316415604,0.26810595172216856,9.20320243995425
5.068752273554019,6.806111313204802,1.7322662786467806,1.503819570753001,0.1447799199708985,47.61367770098217,9.433975991269552,0.2228205489096774,2.255001818843216,0.30975655433702065,0.30975655433702065,0.27404827306072704,9.238632229901782
5.240279162512462,7.060485211033566,1.8085742771684945,1.4785643070787637,0.13858424725822532,48.848786972416086,9.846792954469924,0.21302248662806378,2.43436357593885,0.3134538701657682,0.3134538701657682,0.26033032653603644,9.498504486540378
5.362516644474034,7.205392809587217,1.8302263648468708,1.4883488681757657,0.1408122503328895,49.508988015978694,10.14380825565912,0.21235824726137473,2.572237017310253,0.321405148958516,0.321405148958516,0.2587582515686918,9.633821571238348
5.3763376932223546,7.260701545778835,1.8799048751486325,1.5011890606420928,0.1516052318668252,49.69114149821641,10.316884661117717,0.20433069319087693,2.670035671819263,0.3224245301450933,0.3224245301450933,0.25143428292190323,9.64922711058264
5.305164319248826,8.64319248826291,3.3380281690140845,1.7018779342723005,0.3075117370892019,46.11267605633803,8.835680751173708,0.3591365563930818,2.3145539906103285,0.3017229960424528,0.3017229960424528,0.4216368461823899,10.82394366197183
5.534883720930233,8.668604651162791,3.133720930232558,1.6705426356589148,0.2596899224806202,49.82945736434109,9.88953488372093,0.32730228302933984,2.3352713178294575,0.3109316094485437,0.3109316094485437,0.38885353681418094,11.329457364341085
5.133825079030559,7.466807165437302,2.332982086406744,1.612223393045311,0.22655426765015807,50.2550052687039,10.050579557428872,0.3018233049149798,2.3846153846153846,0.32271439974337224,0.32271439974337224,0.3557207410323886,10.269757639620654
4.977777777777778,6.987739463601533,2.009961685823755,1.5547892720306513,0.19310344827586207,45.88199233716475,9.602298850574712,0.2798160012052632,2.228352490421456,0.34293667850931675,0.34293667850931675,0.3257755237194332,9.170114942528736
4.891276864728193,6.826801517067004,1.9279393173198482,1.5056890012642226,0.18078381795195955,45.71871049304678,9.497471554993679,0.2848555963588336,2.1232616940581543,0.3364739832907348,0.3364739832907348,0.32760627766243566,9.112515802781289
4.9880268199233715,6.842911877394636,1.8548850574712643,1.4841954022988506,0.1743295019157088,47.633141762452105,9.586206896551724,0.26649529223278795,2.3366858237547894,0.32157006523084386,0.32157006523084386,0.3145152010312173,9.614942528735632
4.662794918330309,6.22940108892922,1.5666061705989112,1.4392014519056262,0.13466424682395645,45.325952813067154,8.587295825771324,0.07035660080202369,2.1970961887477314,0.31051866959050684,0.31051866959050684,0.11500735822897333,8.598185117967333
5.041049030786773,6.816419612314709,1.7711896617255796,1.4633219308247813,0.14443177499049792,47.51159255036108,9.399847966552642,0.21674677817659008,2.274420372481946,0.31081102906050095,0.31081102906050095,0.26807070008840195,9.192702394526796
5.072747014115092,6.811074918566775,1.7332609482446617,1.5023525153818313,0.14477017734346725,47.74846181686573,9.471588852696344,0.2232263290353479,2.2490047050307638,0.3106275990722936,0.3106275990722936,0.27415536795205686,9.28266377126312
5.242444370640983,7.062105612753238,1.8080371969445368,1.4782464297575557,0.1384921952839588,48.85785453337761,9.845898372633677,0.21218006796703098,2.4327465958153436,0.3136348956774411,0.3136348956774411,0.25946636514280513,9.499169711059448
5.35997357992074,7.1998018494055485,1.8266182298546896,1.5026420079260239,0.14597093791281374,49.39233817701453,10.15125495376486,0.21061548921789336,2.569682959048877,0.3206648986184739,0.3206648986184739,0.25687891610330543,9.602708058124174
5.3855278766310795,7.27491103202847,1.8849347568208779,1.5044483985765125,0.15094899169632267,49.694839857651246,10.324139976275207,0.20438705600329285,2.690984578884935,0.3229640006614599,0.3229640006614599,0.2513956190475892,9.649762752075919
4.556701030927835,7.793814432989691,3.2371134020618557,1.7525773195876289,0.39690721649484534,45.38659793814433,7.365979381443299,0.29720429814765104,2.0257731958762886,0.3148506305154639,0.3148506305154639,0.3532863919865772,11.809278350515465
5.341463414634147,8.516629711751664,3.1751662971175167,1.7006651884700665,0.29490022172949004,47.168514412416854,9.019955654101995,0.348952941380531,2.2660753880266076,0.29993240378222225,0.29993240378222225,0.4145260712861357,10.946784922394679
5.380234505862647,8.16750418760469,2.7872696817420435,1.6716917922948074,0.2562814070351759,50.1608040201005,9.844221105527637,0.33340823085593224,2.170854271356784,0.3191497412785235,0.3191497412785235,0.39397759052330505,11.140703517587939
5.130753138075314,7.442468619246862,2.311715481171548,1.6077405857740585,0.22489539748953974,50.19979079497908,10.05439330543933,0.30257414178791947,2.3922594142259412,0.3319530519242105,0.3319530519242105,0.3565401375100671,10.236401673640167
5.003058103975535,7.0129969418960245,2.0099388379204894,1.5535168195718654,0.1926605504587156,45.99617737003058,9.62308868501529,0.2809749115415911,2.2507645259938838,0.3441488216808676,0.3441488216808676,0.32696480008539774,9.188073394495413
4.92458432304038,6.859857482185273,1.935273159144893,1.502375296912114,0.17695961995249407,45.98456057007126,9.559976247030878,0.2813825131457189,2.2072446555819476,0.3354706794777911,0.3354706794777911,0.3282475969502423,9.233372921615201
5.064976958525346,6.911059907834101,1.8460829493087558,1.4926267281105992,0.16774193548387098,48.305069124423966,9.667741935483871,0.26977624426796976,2.2732718894009216,0.324575549965469,0.324575549965469,0.32161667194073146,9.658064516129032
4.661388988844908,6.231378193594819,1.56998920474991,1.4350485786254048,0.13206189276718244,45.38431090320259,8.561353004677942,0.06746692809677261,2.187837351565311,0.31038301602715657,0.31038301602715657,0.11210826644249389,8.596617488305146
5.048429814604616,6.827090427544457,1.774498675747257,1.4702989027620128,0.1441543700340522,47.74952705259175,9.446840711312902,0.2164532637992557,2.2890654559213015,0.3116909703037975,0.3116909703037975,0.26856753219213186,9.222096102913357
5.169408470423521,6.95834791739587,1.776688834441722,1.4973748687434372,0.143857192859643,47.87259362968148,9.561778088904445,0.22689620028412852,2.183759187959398,0.31276356151242013,0.31276356151242013,0.27619494407039924,9.354217710885544
5.35056103366202,7.210132607956478,1.8476708602516152,1.4974498469908195,0.1431485889153349,49.68888133287997,10.081604896293777,0.21118978350254544,2.5253315198911936,0.3205477710937931,0.3205477710937931,0.25846415017890906,9.687521251275076
5.358589157413455,7.191378184193337,1.8200522534291312,1.5022860875244939,0.1456564337034618,49.341933376877854,10.128674069235794,0.20820597733959148,2.57838014369693,0.32013220301191264,0.32013220301191264,0.25398349693846156,9.625081645983018
4.569948186528498,7.823834196891192,3.2538860103626943,1.7461139896373057,0.39896373056994816,45.512953367875646,7.393782383419689,0.297204298147651,2.0362694300518136,0.31602141668393785,0.31602141668393785,0.3532863919865772,11.865284974093264
5.30593607305936,8.513698630136986,3.2077625570776256,1.7031963470319635,0.3082191780821918,46.60502283105023,8.963470319634704,0.353092183060423,2.1780821917808217,0.30087435073853214,0.30087435073853214,0.41371542001812683,10.897260273972602
