file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\slf4j-impl\src\main\java\org\slf4j\helpers\Log4JLoggerFactory.java,org.slf4j.helpers.Log4JLoggerFactory$PrivateManager,innerclass,5,5,0,5,3,2,0,3,1,0.33333334,0.33333334,0.33333334,3,3,3,0,0,0,3,0,0,0,1,1,0,1,0,0,1,0,3,12,3,0,0,0,0,0,0,1,0,1,0,0,0,0,21,10,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\core\src\main\java\org\apache\logging\log4j\core\appender\rewrite\MapRewritePolicy.java,org.apache.logging.log4j.core.appender.rewrite.MapRewritePolicy,class,14,15,1,14,19,1,0,28,0,0.25,1.0,1.0,4,1,3,1,0,0,3,0,0,0,3,1,0,2,1,0,3,0,2,87,7,3,8,0,3,16,2,14,2,12,3,0,1,0,86,17,5
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j12-api\src\main\java\org\apache\log4j\config\PropertySetter.java,org.apache.log4j.config.PropertySetter,class,0,1,1,0,5,1,0,0,10,0.0,0.0,0.0,5,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\samples\flume-common\src\main\java\org\apache\logging\log4j\samples\events\ScheduledTransaction.java,org.apache.logging.log4j.samples.events.ScheduledTransaction,interface,1,2,1,1,14,1,0,0,91,0.0,0.0,0.0,14,0,0,0,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\api\src\main\java\org\apache\logging\log4j\status\StatusConsoleListener.java,org.apache.logging.log4j.status.StatusConsoleListener,class,4,7,3,4,13,1,0,10,0,0.5714286,0.6666667,0.6666667,7,0,6,1,0,0,6,0,0,0,4,1,0,4,0,0,2,0,2,44,3,1,2,0,0,1,0,13,0,6,2,0,0,0,61,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\samples\flume-common\src\main\java\org\apache\logging\log4j\samples\events\ChangePassword.java,org.apache.logging.log4j.samples.events.ChangePassword,interface,2,3,1,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\core\src\main\java\org\apache\logging\log4j\core\config\plugins\AppendersPlugin.java,org.apache.logging.log4j.core.config.plugins.AppendersPlugin,class,4,4,0,4,3,1,0,2,1,0.0,NaN,NaN,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,0,0,0,3,0,1,0,1,1,0,0,0,16,17,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\core\src\main\java\org\apache\logging\log4j\core\net\JMSTopicManager.java,org.apache.logging.log4j.core.net.JMSTopicManager$FactoryData,innerclass,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,9,0,0,9,0,0,9,0,0,22,0,0,0,0,0,0,0,9,0,9,0,0,0,0,19,10,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\core\src\main\java\org\apache\logging\log4j\core\net\MimeMessageBuilder.java,org.apache.logging.log4j.core.net.MimeMessageBuilder,class,5,8,3,5,15,1,0,7,0,0.25,1.0,1.0,8,2,6,2,0,0,6,0,0,0,1,0,0,1,0,0,1,0,3,50,7,0,6,1,0,1,0,4,0,4,2,0,0,0,33,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\core\src\main\java\org\apache\logging\log4j\core\appender\OutputStreamManager.java,org.apache.logging.log4j.core.appender.OutputStreamManager,class,8,18,10,8,22,2,2,11,22,0.625,0.33333334,0.33333334,12,1,6,0,6,0,12,0,0,3,2,0,0,2,0,0,0,0,1,73,4,0,5,4,0,5,3,6,3,4,2,0,0,0,94,1,2
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\core\src\test\java\org\apache\logging\log4j\core\appender\rewrite\TestRewritePolicy.java,org.apache.logging.log4j.core.appender.rewrite.TestRewritePolicy,class,6,7,1,6,2,1,0,11,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,3,0,0,0,0,0,0,0,0,11,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\api\src\test\java\org\apache\logging\log4j\TestLogger.java,org.apache.logging.log4j.TestLogger,class,6,9,3,6,15,2,0,11,39,0.7,0.022222223,0.022222223,10,0,5,0,5,0,10,0,0,0,1,0,0,1,0,0,1,0,1,58,6,0,3,0,0,5,3,7,2,6,1,0,0,0,34,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\core\src\test\java\org\apache\logging\log4j\core\util\AbsoluteDateAndTimeFilter.java,org.apache.logging.log4j.core.util.AbsoluteDateAndTimeFilter,class,2,2,0,2,2,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,12,2,0,0,0,0,4,0,2,2,2,1,0,0,0,11,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\flume-ng\src\main\java\org\apache\logging\log4j\flume\appender\Agent.java,org.apache.logging.log4j.flume.appender.Agent,class,5,13,8,5,8,1,0,3,0,0.56,0.8333333,1.0,5,1,4,1,0,0,4,0,0,0,5,3,0,5,0,0,5,0,1,39,5,0,2,1,0,8,1,8,2,6,2,0,0,0,39,17,1
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\core\src\main\java\org\apache\logging\log4j\core\layout\AbstractStringLayout.java,org.apache.logging.log4j.core.layout.AbstractStringLayout$ClassEncoder,innerclass,2,2,0,2,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\core\src\main\java\org\apache\logging\log4j\core\selector\JNDIContextSelector.java,org.apache.logging.log4j.core.selector.JNDIContextSelector,class,5,6,1,5,15,1,0,17,0,0.50000006,0.6666667,1.0,6,1,5,0,1,0,6,0,0,0,3,3,0,3,0,0,3,0,3,57,8,1,4,2,0,5,0,9,2,8,2,0,0,0,139,1,3
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\core\src\main\java\org\apache\logging\log4j\core\appender\rolling\RolloverFrequency.java,org.apache.logging.log4j.core.appender.rolling.RolloverFrequency,enum,0,1,1,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\api\src\main\java\org\apache\logging\log4j\message\LocalizedMessage.java,org.apache.logging.log4j.message.LocalizedMessage,class,6,9,3,6,45,1,0,21,50,0.79870135,0.36,1.0,28,0,24,3,1,0,25,0,0,0,11,1,0,11,0,0,1,0,6,182,10,3,10,2,2,2,5,42,2,22,3,0,0,0,137,1,2
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\core\src\main\java\org\apache\logging\log4j\core\filter\MapFilter.java,org.apache.logging.log4j.core.filter.MapFilter,class,15,18,3,15,31,2,2,23,0,0.375,0.32142857,0.35714287,8,1,4,0,4,0,8,0,0,0,2,0,0,2,0,0,2,0,2,102,11,3,9,0,4,19,5,20,1,16,3,0,0,0,66,1,4
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\core\src\main\java\org\apache\logging\log4j\core\pattern\MarkerPatternConverter.java,org.apache.logging.log4j.core.pattern.MarkerPatternConverter,class,6,7,1,6,4,3,0,3,3,0.0,0.0,0.0,3,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,1,0,0,5,0,1,0,1,1,0,0,0,31,17,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\core\src\main\java\org\apache\logging\log4j\core\pattern\ThrowablePatternConverter.java,org.apache.logging.log4j.core.pattern.ThrowablePatternConverter,class,5,9,4,5,17,3,2,11,4,0.7,0.16666667,0.16666667,4,1,3,0,1,0,4,0,0,0,5,3,0,0,5,0,5,0,2,58,2,1,4,0,2,13,8,17,1,13,3,0,0,0,87,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\slf4j-impl\src\test\java\org\apache\logging\slf4j\MarkerTest.java,org.apache.logging.slf4j.MarkerTest,class,3,3,0,3,1,1,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,2,7,0,4,0,4,0,0,0,0,11,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\core\src\main\java\org\apache\logging\log4j\core\layout\SerializedLayout.java,org.apache.logging.log4j.core.layout.SerializedLayout,class,8,12,4,8,9,4,0,4,15,0.8333333,0.0,0.0,6,1,5,1,0,0,6,0,0,0,1,1,0,1,0,0,0,0,0,51,5,0,0,3,0,6,0,5,0,5,2,0,1,0,50,17,2
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\core\src\test\java\org\apache\logging\log4j\core\util\JunitTestRunnerFilter.java,org.apache.logging.log4j.core.util.JunitTestRunnerFilter,class,2,2,0,2,5,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,2,1,0,1,0,1,1,0,0,18,4,1,1,0,0,8,1,3,1,3,2,0,0,0,24,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\core\src\main\java\org\apache\logging\log4j\core\Logger.java,org.apache.logging.log4j.core.Logger,class,15,36,21,15,31,2,0,30,0,0.45238096,0.16190477,0.26190478,21,0,19,0,1,1,21,0,0,1,2,0,0,1,1,0,1,0,0,192,20,0,7,0,2,4,2,11,2,8,1,0,1,0,164,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\api\src\main\java\org\apache\logging\log4j\Marker.java,org.apache.logging.log4j.Marker,interface,1,33,32,1,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\core\src\test\java\org\apache\logging\log4j\core\ThreadedTest.java,org.apache.logging.log4j.core.ThreadedTest$StateSettingRunnable,innerclass,1,1,0,1,3,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,12,0,1,0,0,0,0,2,2,1,2,1,0,0,0,13,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j12-api\src\test\java\org\apache\log4j\LoggerTest.java,org.apache.log4j.LoggerTest$MyLogger,innerclass,3,3,0,3,2,1,0,2,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,7,10,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\api\src\main\java\org\apache\logging\log4j\simple\SimpleLogger.java,org.apache.logging.log4j.simple.SimpleLogger,class,7,9,2,7,30,2,0,18,0,0.6481481,0.8333333,1.0,9,0,4,0,5,0,9,0,0,0,6,0,0,6,0,0,2,0,2,101,5,0,5,1,0,8,6,22,4,15,2,0,0,0,69,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\core\src\main\java\org\apache\logging\log4j\core\config\plugins\PluginManager.java,org.apache.logging.log4j.core.config.plugins.PluginManager$PluginTest,innerclass,2,2,0,2,6,2,0,6,0,0.0,1.0,1.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,16,2,0,3,0,1,2,0,2,2,2,1,0,0,0,41,9,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\core\src\main\java\org\apache\logging\log4j\core\config\XMLConfiguration.java,org.apache.logging.log4j.core.config.XMLConfiguration$Status,innerclass,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,3,0,0,3,0,0,3,0,0,10,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,2,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\core\src\main\java\org\apache\logging\log4j\core\pattern\NameAbbreviator.java,org.apache.logging.log4j.core.pattern.NameAbbreviator$MaxElementAbbreviator,innerclass,1,1,0,1,5,2,0,3,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,16,2,1,1,0,0,0,7,4,3,3,2,0,0,0,24,10,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\core\src\main\java\org\apache\logging\log4j\core\pattern\NamePatternConverter.java,org.apache.logging.log4j.core.pattern.NamePatternConverter,class,2,4,2,2,4,3,2,3,0,0.0,1.0,1.0,2,0,0,0,2,0,2,0,1,0,1,0,0,1,0,0,1,0,2,15,1,0,1,0,2,0,2,2,0,1,1,0,0,0,41,1025,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\core\src\test\java\org\apache\logging\log4j\core\net\SocketServerTest.java,org.apache.logging.log4j.core.net.SocketServerTest,class,16,16,0,16,8,2,0,29,2,0.71875,0.33333334,0.33333334,4,2,4,0,0,0,4,0,0,0,8,6,0,6,0,2,3,0,2,66,0,1,1,1,1,22,6,18,0,18,1,0,1,0,55,1,2
