file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\test\java\org\apache\logging\log4j\core\layout\SerializedLayoutTest.java,org.apache.logging.log4j.core.layout.SerializedLayoutTest,class,15,16,1,15,10,1,0,39,4,0.70000005,0.2,0.2,5,2,5,0,0,0,5,0,0,0,6,4,0,3,0,3,3,0,0,81,0,3,0,2,0,28,2,26,1,26,2,0,0,0,90,1,5
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\main\java\org\apache\logging\log4j\core\appender\db\jdbc\ColumnConfig.java,org.apache.logging.log4j.core.appender.db.jdbc.ColumnConfig,class,10,15,5,10,19,1,0,11,0,0.6507936,0.32142857,1.0,9,1,8,1,0,0,8,0,0,0,7,1,0,7,0,0,7,0,6,65,13,0,0,0,3,16,0,13,1,13,1,0,0,0,96,17,3
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\test\java\org\apache\logging\log4j\test\appender\AlwaysFailAppender.java,org.apache.logging.log4j.test.appender.AlwaysFailAppender,class,7,8,1,7,4,2,0,1,3,1.0,0.0,0.0,3,1,2,1,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,16,2,0,1,0,0,6,1,1,0,1,1,0,0,0,24,1,1
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-perf\src\main\java\org\apache\logging\log4j\perf\jmh\ThreadLocalVsConcurrentHashMapBenchmark.java,org.apache.logging.log4j.perf.jmh.ThreadLocalVsConcurrentHashMapBenchmark,class,3,4,1,3,8,1,0,11,7,0.6666667,1.0,1.0,6,0,3,3,0,0,3,0,0,0,3,3,0,3,0,0,1,0,2,42,6,0,2,0,0,1,2,11,0,9,1,0,0,0,31,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\main\java\org\apache\logging\log4j\core\async\AsyncLoggerConfig.java,org.apache.logging.log4j.core.async.AsyncLoggerConfig,class,16,27,11,16,16,3,0,22,54,0.8333334,0.13333334,0.13333334,12,2,4,2,3,3,10,0,0,0,2,1,0,2,0,0,1,0,4,77,5,0,1,1,0,12,1,8,0,7,1,0,1,0,197,1,4
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\test\java\org\apache\logging\log4j\core\appender\MemoryMappedFileAppenderSimpleTest.java,org.apache.logging.log4j.core.appender.MemoryMappedFileAppenderSimpleTest,class,3,3,0,3,3,1,0,16,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,2,37,0,0,0,2,0,11,2,8,2,8,1,0,0,0,60,1,2
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\main\java\org\apache\logging\log4j\core\layout\Rfc5424Layout.java,org.apache.logging.log4j.core.layout.Rfc5424Layout$IncludeChecker,innerclass,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\main\java\org\apache\logging\log4j\core\impl\DefaultLogEventFactory.java,org.apache.logging.log4j.core.impl.DefaultLogEventFactory,class,7,8,1,7,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\main\java\org\apache\logging\log4j\core\config\Node.java,org.apache.logging.log4j.core.config.Node,class,3,17,14,3,21,1,0,12,52,0.78676474,0.30882353,1.0,17,0,17,0,0,0,17,0,0,0,8,1,1,7,0,0,6,0,0,76,13,1,2,0,0,4,0,16,1,8,1,0,0,0,75,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\main\java\org\apache\logging\log4j\core\config\plugins\convert\TypeConverters.java,org.apache.logging.log4j.core.config.plugins.convert.TypeConverters$FileConverter,innerclass,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16,9,0
