file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\test\java\org\apache\logging\log4j\core\appender\AsyncAppenderTest.java,org.apache.logging.log4j.core.appender.AsyncAppenderTest,class,12,13,1,12,9,1,0,24,0,0.6,0.7,1.0,5,2,5,0,0,0,5,0,0,0,4,4,0,4,0,0,1,0,4,52,0,1,2,0,0,19,7,15,6,13,2,0,0,0,50,1,3
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\test\java\org\apache\logging\log4j\core\layout\SerializedLayoutTest.java,org.apache.logging.log4j.core.layout.SerializedLayoutTest,class,12,12,0,12,6,1,0,21,0,0.53333336,0.33333334,0.33333334,3,2,3,0,0,0,3,0,0,0,5,3,0,2,0,3,2,0,1,51,0,1,0,1,0,24,2,15,1,15,2,0,0,0,70,1,5
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\main\java\org\apache\logging\log4j\core\appender\db\jdbc\ColumnConfig.java,org.apache.logging.log4j.core.appender.db.jdbc.ColumnConfig,class,10,15,5,10,19,1,0,7,2,0.6666667,0.32142857,1.0,9,1,8,1,0,0,8,0,0,0,7,1,0,7,0,0,7,0,4,64,13,0,0,0,3,17,0,12,1,12,1,0,0,0,95,17,3
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\test\java\org\apache\logging\log4j\test\appender\AlwaysFailAppender.java,org.apache.logging.log4j.test.appender.AlwaysFailAppender,class,7,8,1,7,4,2,0,1,3,0.0,0.0,0.0,3,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,1,0,0,6,0,0,0,0,1,0,0,0,17,1,1
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\main\java\org\apache\logging\log4j\core\async\AsyncLoggerConfig.java,org.apache.logging.log4j.core.async.AsyncLoggerConfig,class,17,23,6,17,14,5,0,18,39,0.7,0.06666667,0.06666667,10,2,6,0,3,1,10,0,0,0,1,0,0,1,0,0,0,0,7,72,4,0,2,1,0,13,0,6,0,5,1,0,1,0,183,1,2
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\main\java\org\apache\logging\log4j\core\appender\DefaultErrorHandler.java,org.apache.logging.log4j.core.appender.DefaultErrorHandler,class,6,7,1,6,16,1,0,5,0,0.25,0.8333333,1.0,4,0,4,0,0,0,4,0,0,0,6,3,0,6,0,0,4,0,4,38,0,0,2,0,2,0,3,11,3,9,1,0,0,0,44,1,3
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\main\java\org\apache\logging\log4j\core\impl\DefaultLogEventFactory.java,org.apache.logging.log4j.core.impl.DefaultLogEventFactory,class,7,7,0,7,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\main\java\org\apache\logging\log4j\core\config\Node.java,org.apache.logging.log4j.core.config.Node,class,2,9,7,2,20,1,0,10,39,0.7428571,0.31428573,1.0,15,0,15,0,0,0,15,0,0,0,7,0,0,7,0,0,5,0,0,69,11,1,2,0,0,2,1,15,1,7,1,0,0,0,45,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-api\src\test\java\org\apache\logging\log4j\osgi\felix\FelixLoadApiBundleTest.java,org.apache.logging.log4j.osgi.felix.FelixLoadApiBundleTest,class,1,1,0,1,0,3,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\main\java\org\apache\logging\log4j\core\helpers\CachedClock.java,org.apache.logging.log4j.core.helpers.CachedClock,class,2,4,2,2,5,1,0,3,3,0.6666667,0.0,0.0,3,1,2,1,0,0,2,0,0,0,5,2,0,5,0,0,2,0,2,29,2,0,1,0,1,1,2,6,0,5,1,1,0,0,65,17,0
