file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\test\java\org\apache\logging\log4j\core\layout\SerializedLayoutTest.java,org.apache.logging.log4j.core.layout.SerializedLayoutTest,class,18,19,1,18,13,1,0,40,0,0.7,0.5,1.0,5,2,5,0,0,0,5,0,0,0,8,5,1,3,0,4,4,0,1,91,0,3,0,3,0,28,2,29,1,28,2,0,0,0,99,1,5
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\main\java\org\apache\logging\log4j\core\async\BlockingQueueFactory.java,org.apache.logging.log4j.core.async.BlockingQueueFactory,interface,1,5,4,1,1,1,0,0,0,1.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,42,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\main\java\org\apache\logging\log4j\core\appender\db\jdbc\ColumnConfig.java,org.apache.logging.log4j.core.appender.db.jdbc.ColumnConfig,class,9,16,7,9,11,1,0,14,11,0.7,0.25,0.7777778,10,2,9,1,0,0,9,0,0,0,7,1,0,7,0,0,7,0,5,112,10,0,0,0,0,7,0,10,1,10,1,0,1,0,65,17,1
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\test\java\org\apache\logging\log4j\test\appender\AlwaysFailAppender.java,org.apache.logging.log4j.test.appender.AlwaysFailAppender,class,8,9,1,8,3,2,0,0,3,0.0,0.0,0.0,3,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,5,0,0,0,0,0,0,0,0,17,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-perf\src\main\java\org\apache\logging\log4j\perf\jmh\ThreadLocalVsConcurrentHashMapBenchmark.java,org.apache.logging.log4j.perf.jmh.ThreadLocalVsConcurrentHashMapBenchmark,class,3,4,1,3,8,1,0,11,7,0.6666667,1.0,1.0,6,0,3,3,0,0,3,0,0,0,3,3,0,3,0,0,1,0,2,42,6,0,2,0,0,1,2,11,0,9,1,0,0,0,31,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\main\java\org\apache\logging\log4j\core\async\AsyncLoggerConfig.java,org.apache.logging.log4j.core.async.AsyncLoggerConfig,class,19,32,13,19,19,5,0,35,58,0.61538464,0.13333334,0.13333334,13,2,4,3,3,3,10,0,0,0,1,0,0,1,0,0,1,0,4,90,6,0,1,1,0,12,1,8,0,7,1,0,1,0,203,1,4
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\test\java\org\apache\logging\log4j\core\appender\MemoryMappedFileAppenderSimpleTest.java,org.apache.logging.log4j.core.appender.MemoryMappedFileAppenderSimpleTest,class,3,3,0,3,3,1,0,16,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,1,0,2,37,0,0,0,2,0,10,2,8,2,8,1,0,0,0,60,1,2
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\test\java\org\apache\logging\log4j\core\tools\picocli\CommandLineTest.java,org.apache.logging.log4j.core.tools.picocli.CommandLineTest$1MyOption,innerclass,1,1,0,1,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\main\java\org\apache\logging\log4j\core\layout\Rfc5424Layout.java,org.apache.logging.log4j.core.layout.Rfc5424Layout$IncludeChecker,innerclass,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\test\java\org\apache\logging\log4j\core\tools\picocli\CommandLineArityTest.java,org.apache.logging.log4j.core.tools.picocli.CommandLineArityTest$3Arg,innerclass,2,2,0,2,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,4,0,0,0,0,0,1,0,0,0,2,0,0,0,0,4,0,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\main\java\org\apache\logging\log4j\core\impl\DefaultLogEventFactory.java,org.apache.logging.log4j.core.impl.DefaultLogEventFactory,class,8,10,2,8,2,1,0,0,1,0.5,0.0,0.0,2,1,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,9,2,0,0,0,0,0,0,1,0,1,0,0,0,0,39,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\main\java\org\apache\logging\log4j\core\config\Node.java,org.apache.logging.log4j.core.config.Node,class,3,23,20,3,21,1,0,12,52,0.78676474,0.30882353,1.0,17,0,17,0,0,0,17,0,0,0,8,1,1,7,0,0,6,0,0,76,13,1,2,0,0,4,0,16,1,8,1,0,0,0,75,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\main\java\org\apache\logging\log4j\core\config\plugins\convert\TypeConverters.java,org.apache.logging.log4j.core.config.plugins.convert.TypeConverters$FileConverter,innerclass,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16,9,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\test\java\org\apache\logging\log4j\core\config\plugins\processor\PluginProcessorTest.java,org.apache.logging.log4j.core.config.plugins.processor.PluginProcessorTest,class,12,13,1,12,7,1,0,29,0,0.16666667,1.0,1.0,6,1,5,1,0,0,5,0,0,0,2,1,0,2,0,0,2,0,0,46,0,1,0,0,0,6,1,9,2,9,1,0,0,0,40,1,0
C:\Users\donat\OneDrive\Desktop\Progetto-evoluzione-qualita-del-Software\To_Analyze\log4j-core\src\test\java\org\apache\logging\log4j\core\pattern\PatternParserTest.java,org.apache.logging.log4j.core.pattern.PatternParserTest,class,23,24,1,23,36,1,0,44,339,0.96296287,0.11231884,0.16304348,30,0,24,6,0,0,24,0,0,0,18,9,0,14,0,4,7,0,6,209,0,5,1,0,0,85,18,65,10,65,1,0,0,0,128,1,0
